#### p(f|chinese)/p(f|english)
0.147516 |-LRB-
0.883909 (VB)(S)(PP)|VP
0.883909 (VB)(S)(PRN)|VP
0.883909 (VB)(S)(S)|VP
0.883909 (VB)(,)(S)|VP
0.883909 (VB)(,)(VB)(CC)(VB)(NP)|VP
0.883909 (VBZ)(ADJP)(ADVP)(PP)|VP
0.883909 (VBZ)(ADJP)(ADVP)(SBAR)|VP
0.883909 (VBZ)(ADJP)(,)(ADVP)|VP
0.883909 (VBZ)(ADJP)(PP)(PRN)(PP)|VP
0.883909 (VBZ)(ADJP)(PP)(:)|VP
0.883909 (VBZ)(ADJP)(S)(SBAR)(,)(CC)(VP)|VP
0.883909 (VBZ)(ADJP)(S)(,)(S)|VP
0.883909 (VBZ)(ADJP)(,)(S)|VP
0.883909 (VBZ)(ADVP)(ADJP)(NP-TMP)|VP
0.883909 (VBZ)(ADVP)(ADJP)(,)(SBAR)(,)(SBAR)|VP
0.883909 (VBZ)(ADVP)(ADJP)(S)(,)(PP)|VP
0.883909 (VBZ)(,)(ADVP)(,)(ADJP)(S)|VP
0.883909 (VBZ)(ADVP)(ADJP)(S)|VP
0.883909 (VBZ)(ADVP)(ADVP)(NP)|VP
0.883909 (VBZ)(ADVP)(NP)(SBAR)|VP
0.883909 (VBZ)(ADVP)(PP)(S)|VP
0.883909 (VBZ)(ADVP)(SBAR)|VP
0.883909 (VBZ)(NP)(ADJP)|VP
0.883909 (VBZ)(NP)(PP)(PP)|VP
0.883909 (VBZ)(NP)(PP)(S)|VP
0.883909 (VBZ)(NP)(PRT)(PP)|VP
0.883909 (VBZ)(NP)(:)(SBAR)|VP
0.883909 (VBZ)(PP)(PP)(,)(S)|VP
0.883909 (VBZ)(PP)(,)(SBAR)|VP
0.883909 (VBZ)(PP)(,)(S)|VP
0.883909 (VBZ)(PRT)(NP)(:)(SBAR)|VP
0.883909 (VBZ)(PRT)(NP)(S)|VP
0.883909 (VBZ)(PRT)(PP)|VP
0.883909 (VBZ)(RB)(ADJP)(,)(SBAR)(SBAR)|VP
0.883909 (VBZ)(RB)(ADVP)(ADJP)|VP
0.883909 (VBZ)(SBARQ)|VP
0.883909 (VBZ)(S)(SBAR)|VP
0.883909 (VBZ)(UCP)|VP
0.883909 (VP)(CC)(ADVP)(VP)(,)(VP)(,)(CC)(VP)|VP
0.883909 (VP)(CC)(PRN)(VP)|VP
0.883909 (VP)(CC)(VP)(ADJP)|VP
0.883909 (VP)(CC)(VP)(,)(CC)(VP)|VP
0.883909 (VP)(CC)(VP)(CC)(VP)|VP
0.883909 (VP)(CC)(VP)(NP)(PRN)|VP
0.883909 (VP)(CC)(VP)(NP)|VP
0.883909 (VP)(:)(CC)(VP)|VP
0.883909 (VP)(CC)(VP)(VP)|VP
0.883909 (VP)(NP)|S
0.883909 (VP)(:)(NP)|VP
0.883909 (VP)(,)(PP)(,)(VP)(NP)(.)|SINV
0.883909 (VP)(PRN)(S)|VP
0.883909 (VP)(PRN)(,)(VP)|VP
0.883909 (VP)(PRN)(VP)|VP
0.883909 (VP)(,)|S
0.883909 (VP)(VP)(NP)(.)|SINV
0.883909 (VP)(,)(VP)(,)(NP)|VP
0.883909 (VP)(:)(VP)|VP
0.883909 (VP)(,)(VP)(,)(VP)(NP)|VP
0.883909 (VP)(,)(VP)(,)(VP)|VP
0.883909 (VP)(,)(VP)(,)(VP)(,)(VP)|VP
0.883909 (WDT)(NN)|NP
0.883909 (WHADJP)(JJR)(NNS)|WHNP
0.883909 (WHADVP)(CC)(IN)|UCP
0.883909 (WHADVP)|FRAG
0.883909 (WHADVP)(NP)(.)|FRAG
0.883909 (WHADVP)(RB)(VP)(.)|FRAG
0.883909 (WHADVP)|SBARQ
0.883909 (WHADVP)(,)(SQ)(.)|SBARQ
0.883909 (WHNP)(FRAG)|SBAR
0.883909 (WHNP)|SBAR
0.883909 (WHNP)(.)|SBARQ
0.883909 (WHNP)(SQ)|SBARQ
0.883909 (WP)|NP
0.883909 (WP)(RB)|WHNP
0.883909 (WRB)|ADVP
0.883909 (WRB)|INTJ
0.885846 (VBN)(NP)|VP
0.889276 |''
0.889276 (ADJP)(NN)(NNS)|NP
0.889276 (ADVP)(VBP)(NP)|VP
0.889276 (ADVP)(VBZ)(NP)|VP
0.889276 (DT)(ADJP)(JJ)(NN)|NP
0.889276 (DT)(JJ)(JJ)(NN)(NN)|NP
0.889276 (DT)(NN)(NN)(NN)(NN)|NP
0.889276 (IN)(IN)(S)|SBAR
0.889276 (NP)(ADVP)(PP)|NP
0.889276 (NP)(PP)(.)|NP
0.889276 (NP)(PP)|VP
0.889276 (RB)(PP)(NP)(VP)(.)|S
0.889276 (SBAR)(NP)(ADVP)(VP)(.)|S
0.889276 (S)(CC)(RB)(S)(.)|S
0.889276 (S)(PRN)(CC)(S)(.)|S
0.889276 (VBG)(CC)(VBG)(PP)|VP
0.889276 (VBG)(NP)(ADVP)(PP)|VP
0.889276 (VB)(PRT)(S)|VP
0.889276 (VBP)(S)(,)(SBAR)|VP
0.889276 (VBZ)(NP)(PP)(SBAR)|VP
0.889276 (VBZ)(NP)|SQ
0.889276 (VBZ)(NP)(,)(S)|VP
0.889276 (VBZ)(PP)(S)|VP
0.889276 (VP)(,)(CONJP)(VP)|VP
0.889276 (VP)|SQ
0.88996 (VB)(NP)(S)|VP
0.892941 (DT)(CD)(NNS)|NP
0.892941 (JJ)(IN)(S)|PP
0.892941 (JJ)(RB)(S)|ADJP
0.892941 (NN)(S)|NP
0.892941 (PRP$)(NNS)(CC)(NNS)|NP
0.892941 (RB)(RBR)|ADVP
0.892941 (RBR)(JJ)(S)|ADJP
0.892941 (VB)(NP)(ADVP)(PP)|VP
0.892941 (VB)(PP)(NP)|VP
0.892941 (VBP)(PP)(S)|VP
0.892941 (VB)(PP)(S)|VP
0.892941 (VB)(S)(SBAR)|VP
0.892941 (VBZ)(NP)(ADVP)|VP
0.892978 |TO
0.895602 (NP)(,)(PP)|NP
0.897623 (LS)|ADVP
0.897623 (NN)|NP-TMP
0.897623 (RB)(NN)|NP
0.897623 (S)(NP)(VP)(.)|S
0.897623 (VBP)(ADJP)(PP)|VP
0.897623 (VP)(CONJP)(VP)|VP
0.901541 (VB)(PP)(SBAR)|VP
0.903172 (ADVP)(SBAR)|ADVP
0.903816 (VB)(PRT)(NP)|VP
0.906852 (TO)(VP)|VP
0.907344 (PP)(NP)(VP)(.)|S
0.907518 |VBD
0.908343 (RB)(JJ)(PP)|ADJP
0.915732 |WDT
0.91989 (VBN)(PP)|VP
0.922466 (IN)(NP)|PP
0.922974 |NN
0.925642 (TO)(NP)|PP
0.92842 (ADVP)(NP)(VP)(.)|S
0.936913 (VBZ)(S)|VP
0.938433 (VP)(.)|S
0.943253 (VBG)(ADVP)|VP
0.945331 |PRP$
0.945567 (WRB)|WHADVP
0.948056 |IN
0.948549 (VB)|VP
0.955112 |NNPS
0.955112 (VBD)(ADVP)(VP)|VP
0.955112 (VBN)|ADJP
0.958486 (VB)(S)|VP
0.958785 |DT
0.961388 (ADVP)(,)(S)(CC)(S)(.)|S
0.961388 (VBZ)(ADJP)(S)(SBAR)|VP
0.964651 (DT)(NN)|NP
0.969826 (PDT)(NP)(CC)(NP)|NP
0.969826 (VBN)(NP)(SBAR)|VP
0.969826 (VBZ)(NP)(,)(SBAR)|VP
0.975646 (RB)|ADVP
0.975652 (WDT)|WHNP
0.976559 (ADJP)(PP)|ADJP
0.976559 (DT)(JJR)(NN)|NP
0.978299 (JJ)(NN)|NP
0.978346 (RB)(JJ)|ADJP
0.981774 (ADJP)(JJ)(NN)|NP
0.981774 (ADJP)(PP)|VP
0.981774 (ADVP)(DT)(JJ)(NN)|NP
0.981774 (ADVP)(RB)|ADVP
0.981774 (ADVP)(VBG)(PP)|VP
0.981774 (CC)(ADVP)(,)(NP)(VP)(.)|S
0.981774 (CC)(MD)(NP)(VP)|SINV
0.981774 (CC)(SBAR)(.)|FRAG
0.981774 (CD)(NN)(NNS)|NP
0.981774 (DT)(ADJP)|NP
0.981774 (DT)(JJ)(CC)(JJ)|ADJP
0.981774 (DT)(JJ)(CC)(JJ)(NN)|NP
0.981774 (DT)(JJ)(NN)(NN)(NN)|NP
0.981774 (DT)(JJ)(NNS)(CC)(NNS)|NP
0.981774 (DT)(NNS)(NN)|NP
0.981774 (FW)|NP
0.981774 (IN)(NP)(.)|PP
0.981774 (INTJ)(,)(NP)(VP)(.)|S
0.981774 (JJ)(,)(JJ)(CC)(JJ)|ADJP
0.981774 (JJ)(NNS)(NN)(NN)|NP
0.981774 (JJ)(NNS)(NN)|NP
0.981774 (JJ)(NNS)(POS)|NP
0.981774 (JJR)(JJ)(NNS)|NP
0.981774 (JJR)(NNS)(S)|NP
0.981774 (JJ)(VBG)(NNS)|NP
0.981774 (MD)|VP
0.981774 (NNP)(NN)(NNS)|NP
0.981774 (NNS)(CC)(NN)|NP
0.981774 (NP)(ADJP)(ADVP)|S
0.981774 (NP)(NN)(NN)|NP
0.981774 (NP)(.)|NP
0.981774 (NP)(,)(PP)(,)(VP)|S
0.981774 (NP)(PRN)(VP)(.)|S
0.981774 (NP-TMP)(NP)(VP)|S
0.981774 (PP)(NP)(ADVP)(VP)(.)|S
0.981774 (PRP$)(NN)(NN)(NN)|NP
0.981774 (PRP$)(NNS)(NN)|NP
0.981774 (QP)(NN)|NP
0.981774 (RBS)|ADVP
0.981774 (RB)(WHADVP)(SQ)(.)|SBARQ
0.981774 (S)(ADVP)(VP)(.)|S
0.981774 (UCP)(NNS)|NP
0.981774 (VB)(ADVP)(ADVP)|VP
0.981774 (VB)(ADVP)(S)|VP
0.981774 (VBD)(ADVP)|VP
0.981774 (VBD)(NP)(PP)(PP)|VP
0.981774 (VBD)(``)(S)|VP
0.981774 (VB)(NP)(,)(ADVP)|VP
0.981774 (VBN)(PRT)|VP
0.981774 (VB)(NP)(VP)|VP
0.981774 (VBN)(S)(SBAR)|VP
0.981774 (VB)(PRT)(NP)(ADVP)|VP
0.981774 (VB)(PRT)(PP)(PP)|VP
0.981774 (VBP)(S)(SBAR)|VP
0.981774 (VBZ)(ADJP)(,)(PP)|VP
0.981774 (VBZ)(ADVP)(ADJP)(SBAR)|VP
0.981774 (VBZ)(RB)(NP)(SBAR)|VP
0.997243 (ADVP)(,)(NP)(VP)|S
0.997243 (PRP$)(NN)(S)|NP
0.998873 (WHADVP)(S)|SBAR
1.00746 (PP)(,)(NP)(ADVP)(VP)(.)|S
1.00746 (VB)(CC)(VB)(NP)|VP
1.01569 (VBP)(VP)|VP
1.01771 (VBZ)(VP)|VP
1.02047 (NP)(,)(CONJP)(NP)|NP
1.02047 (PRP$)(JJ)|NP
1.02047 (RB)(CC)(RB)|ADVP
1.02047 (VBP)(NP)(S)|VP
1.02116 (VB)(VP)|VP
1.02136 (VB)(ADVP)|VP
1.02156 (VB)(NP)(SBAR)|VP
1.02249 |RB
1.02504 |WRB
1.02741 (NP)(SBAR)|NP
1.0296 (VBZ)|VP
1.03136 (VBN)(VP)|VP
1.0376 (DT)(RB)|NP
1.0376 (NNS)(POS)|NP
1.0376 (QP)(NNS)|NP
1.0376 (RB)(RBR)(JJ)|ADJP
1.0376 (VBG)(ADVP)(PP)|VP
1.0376 (VBP)(RB)(NP)|VP
1.03943 (IN)(ADJP)|PP
1.04911 (VBZ)(SBAR)|VP
1.05066 (NP)(ADVP)(VP)(.)|S
1.05283 (VBZ)(NP)|VP
1.05386 (PP)(,)(S)(VP)(.)|S
1.05386 (VBP)(ADVP)(PP)|VP
1.06097 (VBZ)(PP)|VP
1.0612 (CC)(S)|SBAR
1.0612 (DT)(CD)(NN)|NP
1.0612 (DT)(NN)(CC)(NN)(NN)|NP
1.0612 (MD)(NP)(VP)(.)|SQ
1.0612 (PDT)(PRP$)(NNS)|NP
1.0612 (PRP$)(JJ)(NN)(NN)|NP
1.0612 (RB)(NNS)|NP
1.0612 (VBD)(ADJP)(SBAR)|VP
1.0612 (VBD)(NP)(SBAR)|VP
1.0612 (VBG)(PP)(,)(S)|VP
1.0612 (VBP)(NP)(NP)|VP
1.0612 (VBZ)(PP)(PP)|VP
1.0612 (WHNP)(SQ)(.)|SBARQ
1.06131 |VB
1.06245 (NN)(NNS)|NP
1.06293 (JJR)(NNS)|NP
1.07198 (JJ)(SBAR)|ADJP
1.07268 (NNP)|NP
1.07753 (VBD)(PP)|VP
1.08092 (VBP)(NP)(SBAR)|VP
1.09507 (VBZ)(NP)(PP)|VP
1.09543 (SBAR)(.)|FRAG
1.09543 (VBZ)(ADVP)|VP
1.09575 (ADJP)(,)(ADJP)|ADJP
1.09575 (ADJP)|FRAG
1.09575 (ADJP)(NN)(CC)(NN)|NP
1.09575 (ADJP)(NN)(NN)(NNS)|NP
1.09575 (ADJP)(PP)(S)|ADJP
1.09575 (ADVP)(DT)(NN)|NP
1.09575 (ADVP)(NP)|FRAG
1.09575 (ADVP)(,)(PP)(NP)(VP)(.)|S
1.09575 (ADVP)(,)(PP)(,)(SBAR)(,)(NP)(VP)(.)|S
1.09575 (ADVP)(,)(PP)(,)(S)(VP)(.)|S
1.09575 (ADVP)(SBAR)(.)|FRAG
1.09575 (ADVP)(,)(S)(,)(IN)(S)(.)|S
1.09575 (ADVP)(VBN)(PP)(PP)|VP
1.09575 (ADVP)(VBP)(NP)(PP)|VP
1.09575 (ADVP)(,)(VP)(.)|S
1.09575 (ADVP)(,)(X)(NP)(VP)(.)|S
1.09575 (CC)(S)(CC)(S)(.)|S
1.09575 (CONJP)(PP)(CC)(ADVP)|UCP
1.09575 (CONJP)(PP)(,)(CONJP)(PP)|PP
1.09575 (DT)(ADJP)(NN)(S)|NP
1.09575 (DT)(CD)|NP
1.09575 (DT)(JJ)(ADJP)(NN)|NP
1.09575 (DT)(JJ)(CC)(JJ)(NNS)|NP
1.09575 (DT)(JJ)(NNP)(NN)|NP
1.09575 (DT)(NNP)(NNPS)|NP
1.09575 (DT)(NN)(RB)|NP
1.09575 (DT)(NNS)(CC)(NN)(NNS)|NP
1.09575 (DT)(RBS)(JJ)(NN)|NP
1.09575 (IN)(NP)(,)(ADVP)|PP
1.09575 (IN)(PRN)(S)|SBAR
1.09575 (IN)(PRP$)(NNS)|PP
1.09575 (INTJ)(,)(NP)(VP)|S
1.09575 (INTJ)(VP)(.)|S
1.09575 (JJ)(,)(ADJP)(NNS)|NP
1.09575 (JJ)(NN)(CC)(JJ)(NNS)|NP
1.09575 (JJR)(IN)(NP)|QP
1.09575 (JJR)(NN)(NN)|NP
1.09575 (JJS)(NN)(NNS)|NP
1.09575 (MD)(S)|VP
1.09575 (NN)|ADVP
1.09575 (NN)(CC)(JJ)(NN)|NP
1.09575 (NN)(IN)|ADVP
1.09575 (NN)(JJ)(NN)|NP
1.09575 (NN)(POS)|NP
1.09575 (NN)|PP
1.09575 (NNS)(.)|NP
1.09575 (NP)(,)(CC)(ADVP)(NP)|NP
1.09575 (NP)(CC)(S)|UCP
1.09575 (NP)(PP)(,)(PP)(,)|NP
1.09575 (NP)(X)(SBAR)|NP
1.09575 (PDT)(PRP$)(NN)|NP
1.09575 (PP)(CC)(S)|UCP
1.09575 (,)(PP)(,)(NP)(VP)|S
1.09575 (PP)(PP)|PP
1.09575 (PP)(,)(S)(,)(IN)(S)(.)|S
1.09575 (PRP)(DT)|NP
1.09575 (PRP)(JJ)(NN)|NP
1.09575 (PRP$)(JJS)(NN)|NP
1.09575 (PRP$)(NN)(CC)(NNS)|NP
1.09575 (PRP)(NN)|NP
1.09575 (QP)(NN)(NN)|NP
1.09575 (RB)(CD)(NN)|NP
1.09575 (RB)(CD)(NNS)|NP
1.09575 (RB)(DT)(JJ)(NNS)|NP
1.09575 (RB)(DT)(NNS)|NP
1.09575 (RB)(JJ)|QP
1.09575 (RB)(NP)(PP)|ADVP
1.09575 (RB)(PP)(CC)(PP)|PP
1.09575 (RB)(RB)(CC)(RB)|ADVP
1.09575 (RB)(RB)(JJ)(S)|ADJP
1.09575 (RB)(SBAR)|ADJP
1.09575 (SBAR)(,)(NP)(VP)(.)(-RRB-)|S
1.09575 (SBAR)(,)(S)(VP)(.)|S
1.09575 (SBAR)(,)(WHADVP)(SQ)(.)|SBARQ
1.09575 (S)(,)(CC)(FRAG)(.)|S
1.09575 (S)(,)(S)(,)(CC)(S)|S
1.09575 (TO)(ADJP)|PP
1.09575 (VB)(ADJP)(,)(SBAR)|VP
1.09575 (VBD)(NP)(ADVP)|VP
1.09575 (VBD)(NP)(VP)|VP
1.09575 (VBG)(NN)(NN)|NP
1.09575 (VBG)(NP)(PP)(,)(SBAR)|VP
1.09575 (VBN)(NP-TMP)|VP
1.09575 (VB)(NP)(PP)(,)(S)|VP
1.09575 (VBN)(PP)(,)(SBAR)|VP
1.09575 (VB)(NP)(,)(SBAR)(,)(PP)|VP
1.09575 (VBP)(ADJP)(,)(PP)|VP
1.09575 (VBP)(ADVP)(ADVP)|VP
1.09575 (VBP)(ADVP)(,)(SBAR)|VP
1.09575 (VBP)(NP)(PP)(S)|VP
1.09575 (VBP)(NP)(,)(PP)|VP
1.09575 (VBP)(PRT)(NP)(PP)|VP
1.09575 (VBZ)(ADVP)(NP)(S)|VP
1.09575 (VBZ)(NP)(ADJP)(S)(.)|SQ
1.09575 (VBZ)(PP)(ADVP)|VP
1.09575 (VBZ)(RB)(ADVP)(ADJP)(PP)|VP
1.09575 (VBZ)(RB)(ADVP)(VP)|VP
1.09575 (VBZ)(RB)(S)|VP
1.09575 (VP)(.)|SQ
1.09575 (VP)(,)(VP)(,)(VP)(CC)(VP)|VP
1.09575 (WP)(NN)|WHNP
1.09575 (WP)|X
1.09575 (WRB)|WHNP
1.09575 (X)(NP)(VP)|S
1.10026 (DT)(JJ)(NN)|NP
1.10504 (VBZ)(ADVP)(VP)|VP
1.10986 (VBP)(S)|VP
1.11211 (NP)(NN)|NP
1.11729 (VBG)(NP)(ADVP)|VP
1.11778 (DT)(NNS)|NP
1.12695 (IN)(PP)|ADVP
1.12695 (NP)|FRAG
1.12695 (NP)(RB)(VP)|S
1.12695 (NP)(,)(SBAR)(,)|NP
1.12695 (PP)(,)(S)(,)(CC)(S)(.)|S
1.12695 (RB)(NP)|ADVP
1.12695 (RB)(S)|SBAR
1.12695 (SYM)|NP
1.12695 (VBD)(NP)(S)|VP
1.12695 (VB)(PRT)(NP)(PP)|VP
1.12695 (WRB)(JJ)|WHADJP
1.12867 (VBD)(NP)|VP
1.12936 (VBP)(PP)|VP
1.13171 |.
1.1428 (DT)(JJ)|NP
1.14498 (VBP)(NP)|VP
1.14533 (ADVP)(,)(PP)(,)(NP)(VP)(.)|S
1.14533 (NP)(RB)|ADVP
1.14533 (VB)(ADJP)(PP)|VP
1.14533 (VBN)(PP)(SBAR)|VP
1.1519 |VBZ
1.15746 (ADVP)(,)(SBAR)(,)(NP)(VP)(.)|S
1.15891 (NP)(NP)|NP
1.15891 (S)(CC)(S)|S
1.17158 (CC)(ADVP)(NP)(VP)(.)|S
1.17158 (CC)(PP)(NP)(VP)(.)|S
1.17158 (NNS)(NNS)|NP
1.17158 (NP)(IN)(NP)|PP
1.17158 (PDT)(DT)(NN)|NP-TMP
1.17158 (PP)(,)(PP)(,)(NP)(VP)(.)|S
1.17158 (PP)(VP)|S
1.17158 (RB)(JJ)(NN)|NP-TMP
1.17158 (RB)(VBN)(PP)|ADJP
1.17158 (VBG)(CC)(VBG)|VP
1.17158 (VB)(NP)(UCP)|VP
1.17158 (VBP)(NP)(VP)(.)|SQ
1.17158 (VBP)(PP)(ADVP)|VP
1.17158 (VBP)(PRT)(S)|VP
1.1773 (JJ)|ADJP
1.17824 (NN)|NP
1.17928 |MD
1.18227 (CC)(NP)|PP
1.18227 (PP)(,)(SBAR)(,)(NP)(VP)(.)|S
1.18453 (VB)(NP)(PP)|VP
1.18885 (RBR)(JJ)(PP)|ADJP
1.19653 (VBD)|VP
1.19745 (WHNP)(S)|SBAR
1.20087 (VB)(NP)(NP)|VP
1.20963 (IN)(S)|SBAR
1.21123 |JJS
1.22092 (NP)(VP)|S
1.2255 |``
1.22946 (DT)(NN)|NP-TMP
1.22946 (TO)|PP
1.233 (NP)(ADJP)|S
1.23312 (ADVP)(,)(S)(,)(CC)(S)(.)|S
1.23312 (NN)(JJ)|NP
1.23312 (NP)(JJ)|ADJP
1.23312 (VBG)|NP
1.23312 (VBG)(NP)(PP)(PP)|VP
1.23312 (VBP)(ADJP)(,)(SBAR)|VP
1.23312 (VBZ)(RB)(ADJP)(SBAR)|VP
1.23312 (VBZ)(RB)(ADVP)(NP)|VP
1.23312 (WP)(NN)|NP
1.23512 |VBP
1.23684 (RB)(IN)(S)|SBAR
1.23966 (ADJP)(ADJP)|FRAG
1.23966 (ADJP)(CC)(ADVP)(ADJP)|ADJP
1.23966 (ADJP)(,)(CC)(ADVP)(PP)|UCP
1.23966 (ADJP)(JJ)|ADJP
1.23966 (ADJP)(,)(NP)|UCP
1.23966 (ADVP)(,)(ADVP)(NP)(VP)(.)|S
1.23966 (ADVP)(ADVP)(VBG)(PP)(SBAR)|VP
1.23966 (ADVP)(,)(ADVP)(VP)(.)|S
1.23966 (ADVP)|FRAG
1.23966 (ADVP)(NP)(ADVP)(VP)|S
1.23966 (ADVP)(,)(NP)(NP)(VP)(.)|S
1.23966 (ADVP)(NP)|S
1.23966 (ADVP)(:)(NP)(VP)(.)|S
1.23966 (ADVP)(,)(PP)(,)(ADVP)(,)(NP)(VP)(.)|S
1.23966 (ADVP)(PP)(CC)(PP)|PP
1.23966 (ADVP)(PP)|RRC
1.23966 (ADVP)(,)(PRN)(VP)(.)|S
1.23966 (ADVP)(RB)(NP)|PP
1.23966 (ADVP)(,)(SBAR)|NP
1.23966 (ADVP)(,)(SBAR)(,)(NP)(ADVP)(RB)(VP)(.)|S
1.23966 (ADVP)(,)(SBAR)(,)(NP)(VP)|S
1.23966 (ADVP)(SBAR)(,)(NP)(VP)(.)|S
1.23966 (ADVP)(,)(SBAR)(,)(PRN)(,)(NP)(VP)(.)|S
1.23966 (ADVP)(,)(S)(PRN)(CC)(S)(.)|S
1.23966 (ADVP)(,)(S)(,)(VP)(NP)(.)|S
1.23966 (ADVP)(,)(S)(VP)(.)|S
1.23966 (ADVP)(TO)(VP)|VP
1.23966 (ADVP)(VB)(NP)(PP)(PP)|VP
1.23966 (ADVP)(VBN)(PP)(,)(SBAR)|VP
1.23966 (ADVP)(VBP)(,)(PP)|VP
1.23966 (ADVP)(VBP)(SBAR)|VP
1.23966 (ADVP)(WHNP)(S)|SBAR
1.23966 (CC)(ADVP)(ADVP)|PRN
1.23966 (CC)(,)(ADVP)(,)(NP)(VP)(.)|S
1.23966 (CC)(DT)(NN)(NN)|NP
1.23966 (CC)(IN)(NP)|PP
1.23966 (CC)(PP)(,)(ADVP)(,)(VP)(.)|S
1.23966 (CC)(PP)(ADVP)(VP)(.)|S
1.23966 (CC)(PP)(CC)(PP)|PP
1.23966 (CC)(,)(PP)(,)(NP)(VP)(.)|S
1.23966 (CC)(PP)(PRN)(NP)(VP)(.)|S
1.23966 (CC)(PP)(,)(RB)(NP)(VP)(.)|S
1.23966 (CC)(PP)(,)(VP)(.)|S
1.23966 (CC)(PP)(,)(X)(NP)(VP)(.)|S
1.23966 (CC)(PRN)(NP)(VP)(.)|S
1.23966 (CC)(RB)(CC)(RB)|ADVP
1.23966 (CC)(RB)(IN)|ADVP
1.23966 (CC)(RB)(SBAR)|FRAG
1.23966 (CC)(SBAR)(NP)(VP)(.)|S
1.23966 (CC)(SBAR)(VP)(.)|S
1.23966 (CD)(CC)(JJR)|QP
1.23966 (CD)(NN)(CC)(JJ)(NNS)|NP
1.23966 (CD)(NNS)|QP
1.23966 (CONJP)(NP)(,)(CC)(NP)|NP
1.23966 (CONJP)(NP)(CONJP)(NP)|NP
1.23966 (CONJP)(VP)(,)(CONJP)(VP)|VP
1.23966 (DT)(ADJP)(NN)(CC)(NN)|NP
1.23966 (DT)(ADJP)(,)(NN)|NP
1.23966 (DT)(ADJP)(NX)|NP
1.23966 (DT)(JJ)(NN)(NNP)(NNP)(NNP)(NNP)(NNP)|NP
1.23966 (DT)(JJ)(NNS)(CC)(NN)(NNS)|NP
1.23966 (DT)(JJR)(NN)(S)|NP
1.23966 (DT)(JJS)(NN)(NN)|NP
1.23966 (DT)(MD)|NP
1.23966 (DT)(NN)(NN)(CC)(NN)(NN)|NP
1.23966 (DT)(NN)(NN)(RB)|NP
1.23966 (DT)(NN)(NNS)(CC)(NNS)|NP
1.23966 (DT)(NNP)(NN)(NN)|NP
1.23966 (DT)(NN)(PRP)|NP
1.23966 (DT)(NN)(SBAR)(.)|NP
1.23966 (DT)(NNS)(S)|NP
1.23966 (DT)(NN)|WHNP
1.23966 (DT)(RBS)(JJ)(JJ)(NN)|NP
1.23966 (DT)(RBS)(JJ)|NP
1.23966 (DT)(VP)|S
1.23966 (DT)(WHPP)|WHNP
1.23966 (FRAG)(,)(NP)(VP)|S
1.23966 (IN)(JJS)($)(CD)|QP
1.23966 (IN)(NN)(IN)(S)|SBAR
1.23966 (IN)(NP)(,)(ADVP)(NP)(VP)(.)|S
1.23966 (IN)(NP)(ADVP)|PP
1.23966 (IN)(NP)|VP
1.23966 (IN)(RB)|CONJP
1.23966 (IN)(S)(,)(S)(,)(PP)(.)|S
1.23966 (IN)|X
1.23966 (JJ)(CC)(NNS)(NN)|NP
1.23966 (JJ)(CC)(RB)|ADJP
1.23966 (JJ)(NN)(CC)(NN)(NN)(NN)|NP
1.23966 (JJ)(NN)(POS)|NP
1.23966 (JJ)(NP)|ADJP
1.23966 (JJ)(NP)|PP
1.23966 (JJ)|PP
1.23966 (JJ)(,)(RB)(JJ)|ADJP
1.23966 (JJR)(JJ)(NN)|NP
1.23966 (JJR)(PP)(PP)|ADJP
1.23966 (JJS)(JJ)|ADJP
1.23966 (JJS)(NNS)(CC)(NNS)|NP
1.23966 (MD)(RB)|VP
1.23966 (MD)(S)(,)(SBAR)|VP
1.23966 (MD)(``)(VP)|VP
1.23966 (NN)(CONJP)(JJ)|ADJP
1.23966 (NN)(DT)(NN)|NP
1.23966 (NN)(DT)|NP
1.23966 (NN)(JJR)|NP
1.23966 (NN)(NN)(CC)(NN)|NP
1.23966 (NN)(,)(NN)(,)(NN)(CC)(NN)|NP
1.23966 (NN)(,)(NN)(,)(NN)(NN)|NP
1.23966 (NN)(NNS)(CC)(NN)|NP
1.23966 (NN)(NNS)(NN)(NN)|NP
1.23966 (NN)(NNS)(POS)|NP
1.23966 (NNP)(NNP)(JJ)(NN)|NP
1.23966 (NNP)(NP)|VP
1.23966 (NN)(SBAR)|VP
1.23966 (NNS)(CC)(NN)(NN)|NP
1.23966 (NN)(VBN)(NN)|NP
1.23966 (NP)(,)(ADJP)|NP
1.23966 (NP)(ADVP)|NP-TMP
1.23966 (NP)(ADVP)(SBAR)|NP
1.23966 (NP)(,)(ADVP)(,)(VP)|S
1.23966 (NP)(CC)(ADJP)|ADJP
1.23966 (NP)(CC)(ADJP)|UCP
1.23966 (NP)(CC)(ADVP)(SBAR)|NP
1.23966 (NP)(,)(CONJP)(NP)(,)(ADVP)|NP
1.23966 (NP)(NN)(SBAR)|NP
1.23966 (NP)(NNS)(NN)|NP
1.23966 (NP)(,)(NP)(CC)(ADVP)(PP)|UCP
1.23966 (NP)(,)(NP)(,)(NP)|NP
1.23966 (NP)(NP)|NP-TMP
1.23966 (NP)(:)(NP)|NX
1.23966 (NP)(NP-TMP)(VP)(.)|S
1.23966 (NP)(POS)(NN)|NP
1.23966 (NP)(PP)(SBAR)|ADJP
1.23966 (NP)(PP)(,)(SBAR)(,)|NP
1.23966 (NP)(PRN)(NP)(VP)|S
